Wavelength,Spectra
290.77,1.30E+07
290.81,1.07E+07
290.85,8.63E+06
290.89,6.84E+06
290.94,5.16E+06
290.98,4.33E+06
291.02,3.95E+06
291.06,4.01E+06
291.11,4.63E+06
291.15,5.50E+06
291.19,6.61E+06
291.23,7.90E+06
291.28,9.60E+06
291.32,1.09E+07
291.36,1.21E+07
291.4,1.31E+07
291.45,1.39E+07
291.49,1.42E+07
291.53,1.42E+07
291.57,1.38E+07
291.62,1.31E+07
291.66,1.23E+07
291.7,1.14E+07
291.74,1.05E+07
291.79,9.34E+06
291.83,8.44E+06
291.87,7.57E+06
291.91,6.72E+06
291.96,5.67E+06
292,4.85E+06
292.04,4.05E+06
292.08,3.31E+06
292.13,2.46E+06
292.17,1.88E+06
292.21,1.39E+06
292.25,9.91E+05
292.3,6.28E+05
292.34,4.31E+05
292.38,3.05E+05
292.42,2.45E+05
292.47,2.56E+05
292.51,3.38E+05
292.55,4.96E+05
292.59,7.43E+05
292.64,1.20E+06
292.68,1.71E+06
292.72,2.34E+06
292.76,3.10E+06
292.81,4.17E+06
292.85,5.07E+06
292.89,5.95E+06
292.93,6.72E+06
292.98,7.45E+06
293.02,7.77E+06
293.06,7.85E+06
293.1,7.68E+06
293.15,7.23E+06
293.19,6.76E+06
293.23,6.30E+06
293.27,5.96E+06
293.32,5.80E+06
293.36,5.95E+06
293.4,6.34E+06
293.44,6.94E+06
293.49,7.84E+06
293.53,8.57E+06
293.57,9.18E+06
293.61,9.57E+06
293.66,9.65E+06
293.7,9.36E+06
293.74,8.76E+06
293.78,7.91E+06
293.83,6.65E+06
293.87,5.60E+06
293.91,4.63E+06
293.95,3.84E+06
294,3.23E+06
294.04,3.15E+06
294.08,3.52E+06
294.12,4.42E+06
294.17,6.40E+06
294.21,8.71E+06
294.25,1.17E+07
294.29,1.53E+07
294.34,2.03E+07
294.38,2.46E+07
294.42,2.87E+07
294.46,3.24E+07
294.51,3.57E+07
294.55,3.71E+07
294.59,3.72E+07
294.63,3.60E+07
294.68,3.29E+07
294.72,2.95E+07
294.76,2.56E+07
294.8,2.17E+07
294.85,1.72E+07
294.89,1.40E+07
294.93,1.15E+07
294.97,9.60E+06
295.02,7.94E+06
295.06,7.05E+06
295.1,6.41E+06
295.14,5.91E+06
295.19,5.32E+06
295.23,4.82E+06
295.27,4.28E+06
295.31,3.72E+06
295.36,3.05E+06
295.4,2.57E+06
295.44,2.21E+06
295.48,2.00E+06
295.53,2.00E+06
295.57,2.23E+06
295.61,2.66E+06
295.65,3.28E+06
295.7,4.29E+06
